order_id,order_date,customer_id,product_id,sales_rep,channel,quantity,unit_price,discount_pct,unit_cost,payment_days,returned_qty,order_status
O1453,2025-11-04,C041,P008,Eleni,Wholesale,10,9.08,0.05,4.53,30.0,0,Completed
O1479,2025-10-23,C037,P034,Maria,Wholesale,10,21.54,0.08,10.72,45.0,0,Completed
O1486,2025-09-04,C025,P035,Maria,Phone order,7,21.37,0.0,12.43,30.0,0,Completed
O1436,2025-06-29,C011,P031,Eleni,Wholesale,14,15.37,0.05,8.65,30.0,0,Completed
O1551,2025-05-23,C036,P005,Maria,Phone order,18,9.46,0.03,4.68,30.0,0,Completed
O1109,2025-10-15,C045,P008,Nikos,Direct,8,9.08,0.0,4.79,60.0,0,Completed
O1038,2025-12-03,C024,P021,Eleni,Wholesale,14,19.64,0.05,12.91,30.0,0,Completed
O1194,2025-05-20,C047,P024,Eleni,Phone order,6,16.87,0.0,10.25,30.0,0,Pending
O1450,2025-06-29,C040,P021,Nikos,Wholesale,9,19.64,0.0,12.76,30.0,0,Completed
O1416,2025-03-15,C020,P004,Giorgos,Wholesale,7,9.14,0.0,6.1,30.0,0,Completed
O1277,2025-11-21,C035,P035,Nikos,Wholesale,19,21.37,0.03,12.43,45.0,0,Completed
O1141,2025-09-29,C032,P024,Maria,Wholesale,7,16.87,0.0,10.2,15.0,0,Completed
O1396,2025-08-21,C065,P024,Eleni,Wholesale,11,16.87,0.05,10.52,45.0,3,Completed
O1066,2025-06-09,C085,P004,Eleni,Direct,9,9.14,0.0,5.95,60.0,0,Completed
O1049,2025-10-18,C057,P017,Nikos,Phone order,7,17.04,0.0,8.15,75.0,0,Completed
O1610,2025-03-21,C080,P019,Maria,Direct,8,14.76,0.0,7.63,30.0,1,Partial return
O1565,2025-01-26,C076,P025,Nikos,Wholesale,9,15.87,0.0,10.94,60.0,0,Completed
O1066,2025-12-05,C006,P029,Giorgos,Wholesale,15,17.56,0.05,12.19,30.0,0,Completed
O1509,2025-08-15,C041,P002,Giorgos,Wholesale,11,8.02,0.1,5.43,45.0,0,Completed
O1421,2025-09-20,C013,P025,Nikos,Wholesale,15,15.87,0.1,11.04,15.0,0,Completed
O1394,2025-02-26,C052,P006,Eleni,Direct,8,12.05,0.02,8.7,30.0,0,Pending
O1602,2025-10-31,C040,P008,Giorgos,Wholesale,12,9.08,0.03,4.81,45.0,0,Completed
O1204,2025-06-07,C060,P018,Nikos,Wholesale,5,15.39,0.0,10.82,45.0,0,Completed
O1449,2025-11-03,C002,P033,Nikos,Wholesale,26,17.67,0.05,10.04,30.0,0,Completed
O1299,2025-06-04,C085,P005,Maria,Direct,6,9.46,0.0,4.59,75.0,0,Completed
O1455,2025-05-11,C020,P020,Eleni,Wholesale,10,11.89,0.03,7.79,45.0,0,Completed
O1181,2025-01-04,C015,P004,Giorgos,Direct,6,9.14,0.0,5.97,45.0,0,Completed
O1514,2025-03-31,C062,P024,Maria,Wholesale,13,16.87,0.05,10.82,60.0,0,Completed
O1100,2025-12-27,C080,P008,Maria,Wholesale,10,9.08,0.05,4.56,30.0,1,Partial return
O1626,2025-12-09,C053,P003,Eleni,Wholesale,9,8.23,0.03,5.83,60.0,0,Completed
O1374,2025-01-22,C090,P011,Giorgos,Wholesale,6,16.3,0.0,11.23,30.0,0,Pending
O1311,2025-02-09,C005,P001,Eleni,Wholesale,8,14.99,0.0,10.83,60.0,0,Completed
O1567,2025-10-21,C028,P001,Giorgos,Direct,16,14.99,0.05,10.94,30.0,0,Completed
O1488,2025-08-02,C079,P014,Eleni,Wholesale,5,17.99,0.02,9.12,30.0,0,Completed
O1609,2025-01-11,C021,P029,Eleni,Wholesale,9,17.56,0.0,12.88,45.0,0,Completed
O1422,2025-11-13,C027,P031,Giorgos,Phone order,17,15.37,0.05,8.22,30.0,0,Completed
O1246,2025-07-05,C087,P020,Nikos,Wholesale,12,11.89,0.09,7.34,30.0,0,Completed
O1432,2025-02-24,C056,P025,Maria,Wholesale,8,15.87,0.04,11.61,45.0,0,Completed
O1503,2025-07-25,C073,P030,Nikos,Wholesale,6,14.56,0.0,8.52,30.0,0,Completed
O1541,2025-06-08,C015,P028,Eleni,Wholesale,14,20.02,0.09,10.33,30.0,0,Completed
O1215,2025-03-28,C078,P009,Nikos,Wholesale,7,9.54,0.0,5.84,45.0,1,Partial return
O1101,2025-02-28,C075,P001,Maria,Phone order,9,14.99,0.0,10.71,75.0,1,Partial return
O1332,2025-06-28,C069,P021,Eleni,Direct,6,19.64,0.0,12.74,60.0,0,Completed
O1551,2025-11-27,C087,P033,Maria,Wholesale,18,17.67,0.03,10.12,30.0,0,Completed
O1208,2025-03-16,C064,P031,Eleni,Wholesale,8,15.37,0.0,8.69,15.0,1,Partial return
O1398,2025-11-05,C047,P021,Maria,Direct,15,19.64,0.08,12.66,30.0,0,Completed
O1531,2025-12-02,C022,P028,Nikos,Wholesale,15,20.02,0.09,10.03,45.0,0,Completed
O1016,2025-11-18,C049,P012,Giorgos,Wholesale,10,19.45,0.03,14.11,30.0,3,Completed
O1103,2025-10-16,C031,P021,Giorgos,Direct,9,19.64,0.0,12.59,30.0,0,Completed
O1024,2025-10-17,C086,P035,Eleni,Phone order,10,21.37,0.03,12.6,60.0,0,Completed
O1527,2025-11-18,C026,P013,Eleni,Wholesale,14,24.95,0.03,14.08,15.0,0,Completed
O1504,2025-02-04,C089,P026,Giorgos,Wholesale,5,16.04,0.02,9.37,45.0,0,Completed
O1295,2025-06-05,C019,P026,Eleni,Wholesale,11,16.04,0.08,9.81,45.0,3,Completed
O1518,2025-06-30,C047,P021,Nikos,Wholesale,6,19.64,0.0,12.86,45.0,0,Completed
O1229,2025-08-20,C010,P006,Nikos,Wholesale,4,12.05,0.0,8.75,30.0,1,Partial return
O1470,2025-05-27,C024,P027,Nikos,Direct,13,19.42,0.03,13.91,30.0,0,Completed
O1053,2025-02-16,C012,P036,Giorgos,Wholesale,14,19.47,0.05,11.02,45.0,0,Completed
O1620,2025-10-11,C050,P032,Nikos,Wholesale,5,13.3,0.0,7.96,45.0,0,Completed
O1105,2025-10-20,C042,P032,Maria,Wholesale,15,13.3,0.06,7.95,60.0,1,Partial return
O1610,2025-09-01,C028,P026,Maria,Phone order,12,16.04,0.05,9.61,30.0,0,Completed
O1161,2025-08-19,C047,P024,Nikos,Phone order,9,16.87,0.0,10.25,30.0,0,Completed
O1012,2025-06-25,C079,P007,Nikos,Wholesale,8,13.28,0.02,6.88,30.0,0,Completed
O1080,2025-03-30,C079,P015,Nikos,Wholesale,7,21.66,0.02,10.89,60.0,0,Completed
O1292,2025-08-13,C077,P032,Giorgos,Wholesale,11,13.3,0.08,7.93,30.0,0,Completed
O1389,2025-11-09,C016,P024,Maria,Wholesale,15,16.87,0.05,10.71,30.0,0,Pending
O1238,2025-05-25,C045,P010,Giorgos,Wholesale,13,25.35,0.03,17.15,45.0,0,Completed
O1402,2025-06-23,C072,P008,Nikos,Direct,9,9.08,0.0,4.7,45.0,0,Completed
O1133,2025-11-28,C034,P035,Eleni,Wholesale,16,21.37,0.05,12.14,45.0,0,Completed
O1161,2025-02-18,C006,P020,Giorgos,Wholesale,10,11.89,0.1,7.71,45.0,0,Completed
O1315,2025-12-03,C086,P025,Maria,Wholesale,10,15.87,0.08,10.84,60.0,0,Completed
O1323,2025-10-26,C043,P022,Maria,Phone order,6,15.11,0.0,9.69,45.0,1,Partial return
O1293,2025-06-08,C081,P014,Giorgos,Wholesale,9,17.99,0.0,9.25,30.0,0,Completed
O1290,2025-12-29,C073,P019,Nikos,Wholesale,9,14.76,0.0,7.61,30.0,0,Completed
O1016,2025-07-12,C060,P033,Eleni,Phone order,8,17.67,0.0,9.97,15.0,0,Completed
O1324,2025-12-10,C018,P028,Nikos,Direct,23,20.02,0.1,10.27,30.0,0,Completed
O1052,2025-08-05,C023,P001,Eleni,Wholesale,6,14.99,0.04,10.68,45.0,0,Completed
O1500,2025-06-08,C011,P023,Maria,Phone order,9,16.26,0.0,10.82,30.0,0,Completed
O1202,2025-06-24,C060,P014,Giorgos,Wholesale,7,17.99,0.0,8.68,45.0,1,Partial return
O1401,2025-03-12,C040,P020,Maria,Wholesale,10,11.89,0.03,7.4,30.0,0,Completed
O1051,2025-02-21,C028,P019,Nikos,Direct,13,14.76,0.09,7.84,45.0,0,Completed
O1386,2025-11-13,C068,P028,Maria,Wholesale,12,20.02,0.03,10.22,30.0,0,Completed
O1594,2025-03-20,C029,P005,Maria,Wholesale,7,9.46,0.02,4.66,30.0,1,Partial return
O1404,2025-12-21,C014,P004,Maria,Direct,10,9.14,0.02,6.21,75.0,0,Completed
O1336,2025-01-23,C024,P031,Giorgos,Wholesale,6,15.37,0.0,8.6,30.0,0,Completed
O1416,2025-05-02,C050,P026,Giorgos,Direct,15,16.04,0.03,9.65,60.0,0,Completed
O1007,2025-08-18,C042,P021,Maria,Wholesale,7,19.64,0.03,13.01,45.0,0,Completed
O1644,2025-06-08,C063,P005,Giorgos,Phone order,14,9.46,,4.62,30.0,0,Completed
O1009,2025-04-10,C026,P009,Eleni,Direct,10,9.54,0.08,5.97,30.0,0,Completed
O1522,2025-10-20,C005,P012,Giorgos,Wholesale,14,19.45,0.03,13.91,45.0,3,Completed
O1099,2025-05-25,C048,P027,Giorgos,Wholesale,11,19.42,0.09,14.04,30.0,0,Completed
O1130,2025-08-03,C006,P019,Maria,Phone order,12,14.76,0.07,7.52,45.0,0,Completed
O1554,2025-11-06,C028,P019,Maria,Phone order,14,14.76,0.05,7.92,30.0,0,Completed
O1568,2025-01-27,C083,P035,Giorgos,Phone order,8,21.37,0.0,12.33,45.0,0,Completed
O1112,2025-10-11,C018,P006,Nikos,Direct,13,12.05,0.07,8.85,45.0,0,Completed
O1104,2025-09-22,C001,P010,Nikos,Wholesale,6,25.35,0.0,17.08,30.0,0,Completed
O1139,2025-03-24,C084,P023,Eleni,Wholesale,12,16.26,0.02,10.82,75.0,0,Completed
O1088,2025-09-20,C086,P017,Maria,Phone order,11,17.04,0.05,8.6,45.0,0,Completed
O1596,2025-02-16,C032,P020,Maria,Phone order,12,11.89,0.05,7.8,15.0,0,Completed
O1564,2025-06-28,C070,P001,Nikos,Wholesale,13,14.99,0.09,10.53,75.0,0,Completed
O1487,2025-07-22,C055,P001,Eleni,Wholesale,11,14.99,0.03,10.62,30.0,0,Completed
O1052,2025-02-11,C021,P026,Eleni,Wholesale,8,16.04,0.0,9.78,30.0,0,Completed
O1402,2025-06-13,C090,P005,Nikos,Phone order,9,9.46,0.02,4.88,15.0,1,Partial return
O1279,2025-11-29,C025,P017,Eleni,Direct,16,17.04,0.05,8.19,30.0,0,Completed
O1623,2025-03-12,C054,P001,Nikos,Wholesale,8,14.99,0.0,10.82,45.0,0,Completed
O1194,2025-08-30,C057,P001,Maria,Direct,9,14.99,0.0,10.74,75.0,1,Partial return
O1204,2025-08-29,C018,P035,Giorgos,Direct,5,21.37,0.02,12.1,45.0,0,Completed
O1101,2025-02-10,C083,P028,Nikos,Wholesale,9,20.02,0.02,10.27,45.0,0,Completed
O1030,2025-03-18,C015,P018,Giorgos,Wholesale,13,15.39,0.07,10.39,60.0,0,Completed
O1390,2025-05-28,C029,P021,Maria,Wholesale,14,19.64,0.07,12.73,30.0,0,Completed
O1273,2025-01-25,C089,P004,Maria,Wholesale,7,9.14,0.02,5.98,30.0,0,Completed
O1271,2025-11-15,C085,P034,Giorgos,Wholesale,11,21.54,0.06,11.34,60.0,1,Partial return
O1482,2025-09-13,C016,P008,Nikos,Direct,12,9.08,0.07,4.73,30.0,0,Completed
O1010,2025-10-22,C049,P011,Maria,Direct,11,16.3,0.05,11.62,45.0,0,Completed
O1395,2025-05-30,C029,P020,Giorgos,Wholesale,7,11.89,0.02,7.31,30.0,0,Completed
O1325,2025-06-30,C012,P004,Maria,Wholesale,3,9.14,0.0,6.38,45.0,0,Completed
O1461,2025-04-06,C013,P022,Nikos,Wholesale,9,15.11,0.02,9.64,30.0,0,Completed
O1145,2025-07-04,C039,P008,Nikos,Phone order,8,9.08,0.01,4.77,45.0,0,Completed
O1065,2025-10-06,C029,P031,Nikos,Wholesale,11,15.37,0.07,8.23,45.0,3,Completed
O1473,2025-08-29,C048,P034,Nikos,Direct,15,21.54,0.05,10.84,30.0,0,Completed
O1449,2025-07-11,C058,P013,Eleni,Direct,10,24.95,0.05,13.51,30.0,0,Completed
O1566,2025-07-02,C016,P036,Nikos,Wholesale,10,19.47,0.07,10.89,30.0,0,Completed
O1607,2025-12-03,C014,P017,Nikos,Direct,12,17.04,0.04,8.06,45.0,0,Completed
O1257,2025-06-20,C075,P018,Maria,Wholesale,7,15.39,0.0,10.47,60.0,0,Completed
O1184,2025-10-07,C063,P007,Eleni,Phone order,7,13.28,0.0,6.77,60.0,1,Partial return
O1176,2025-03-31,C063,P020,Giorgos,Phone order,11,11.89,0.03,7.83,45.0,0,Completed
O1333,2025-09-03,C079,P029,Maria,Phone order,7,17.56,0.02,12.42,30.0,0,Completed
O1412,2025-02-02,C008,P025,Giorgos,Wholesale,11,15.87,0.05,11.1,30.0,0,Pending
O1121,2025-04-14,C013,P020,Nikos,Direct,11,11.89,0.05,7.72,30.0,1,Partial return
O1387,2025-01-22,C065,P008,Eleni,Phone order,8,9.08,0.0,4.83,30.0,0,Completed
O1275,2025-09-21,C053,P036,Giorgos,Phone order,12,19.47,0.04,11.39,45.0,0,Completed
O1037,2025-10-06,C011,P025,Giorgos,Wholesale,7,15.87,0.0,10.75,30.0,0,Completed
O1637,2025-11-28,C044,P023,Maria,Wholesale,15,16.26,0.02,10.88,60.0,0,Completed
O1518,2025-01-25,C086,P002,Eleni,Wholesale,11,8.02,0.03,5.42,30.0,0,Completed
O1368,2025-07-08,C082,P014,Giorgos,Phone order,13,17.99,0.09,9.02,60.0,0,Pending
O1023,2025-08-14,C084,P003,Giorgos,Wholesale,7,8.23,0.0,5.95,45.0,0,Completed
O1178,2025-04-06,C014,P002,Giorgos,Direct,13,8.02,0.04,5.61,45.0,0,Completed
O1427,2025-07-08,C089,P019,Eleni,Phone order,13,14.76,0.05,7.63,30.0,1,Partial return
O1627,2025-08-06,C077,P032,Nikos,Wholesale,6,13.3,0.0,7.75,45.0,0,Completed
O1503,2025-04-03,C022,P016,Eleni,Wholesale,10,19.23,0.08,9.72,60.0,0,Completed
O1456,2025-02-10,C035,P011,Eleni,Direct,12,16.3,0.03,11.0,45.0,0,Completed
O1476,2025-06-06,C046,P021,Giorgos,Direct,6,19.64,0.02,12.36,30.0,0,Completed
O1303,2025-08-07,C031,P017,Maria,Direct,13,17.04,0.05,8.39,60.0,0,Completed
O1260,2025-06-29,C054,P034,Giorgos,Wholesale,9,21.54,0.02,11.12,60.0,0,Completed
O1402,2025-06-30,C039,P007,Giorgos,Wholesale,13,13.28,0.04,6.81,45.0,0,Completed
O1086,2025-01-30,C062,P013,Nikos,Direct,10,24.95,0.03,13.39,45.0,0,Completed
O1368,2025-07-27,C037,P023,Eleni,Wholesale,7,16.26,0.0,10.51,45.0,0,Completed
O1647,2025-12-14,C085,P032,Maria,Phone order,13,13.3,0.04,7.48,60.0,0,Completed
O1205,2025-03-15,C075,P006,Giorgos,Wholesale,11,12.05,0.02,8.52,45.0,0,Completed
O1243,2025-02-04,C028,P009,Maria,Direct,12,9.54,0.05,5.98,45.0,0,Completed
O1623,2025-07-07,C009,P003,Eleni,Wholesale,8,8.23,0.04,5.82,45.0,0,Completed
O1158,2025-10-18,C090,P028,Nikos,Direct,12,20.02,0.1,9.7,15.0,0,Completed
O1410,2025-12-14,C085,P007,Giorgos,Phone order,8,13.28,0.03,6.94,75.0,0,Completed
O1127,2025-07-10,C055,P026,Giorgos,Direct,10,16.04,0.07,9.56,45.0,0,Completed
O1466,2025-10-21,C061,P003,Maria,Wholesale,12,8.23,0.07,6.06,30.0,0,Completed
O1416,2025-07-23,C073,P014,Eleni,Direct,10,17.99,0.05,8.84,15.0,0,Pending
O1192,2025-05-08,C086,P032,Nikos,Wholesale,12,13.3,0.03,7.81,45.0,1,Partial return
O1021,2025-04-06,C088,P001,Giorgos,Wholesale,14,14.99,0.03,10.77,30.0,1,Partial return
O1095,2025-10-15,C078,P007,Nikos,Wholesale,8,13.28,0.0,6.96,45.0,0,Completed
O1455,2025-05-14,C087,P015,Giorgos,Wholesale,10,21.66,0.07,11.35,30.0,0,Pending
O1324,2025-11-10,C026,P001,Eleni,Direct,16,14.99,0.05,10.77,30.0,0,Completed
O1265,2025-09-09,C062,P014,Maria,Wholesale,7,17.99,0.0,8.77,45.0,0,Completed
O1635,2025-02-07,C086,P028,Giorgos,Wholesale,8,20.02,0.0,10.31,30.0,0,Pending
O1580,2025-08-16,C058,P006,Nikos,Phone order,7,12.05,0.0,9.02,30.0,0,Completed
O1583,2025-06-13,C019,P011,Eleni,Direct,6,16.3,0.01,11.37,45.0,0,Completed
O1547,2025-10-09,C085,P003,Eleni,Phone order,19,8.23,0.09,6.0,45.0,0,Completed
O1149,2025-03-22,C047,P010,Maria,Direct,6,25.35,0.0,17.57,15.0,0,Completed
O1293,2025-09-18,C060,P002,Maria,Wholesale,9,8.02,0.0,5.49,15.0,0,Completed
O1620,2025-04-13,C029,P022,Maria,Wholesale,13,15.11,0.07,10.05,15.0,0,Completed
O1139,2025-09-10,C012,P032,Nikos,Wholesale,13,13.3,0.05,7.78,30.0,0,Pending
O1415,2025-10-21,C072,P022,Eleni,Wholesale,9,15.11,0.0,9.79,30.0,0,Completed
O1437,2025-10-10,C012,P032,Maria,Direct,15,13.3,0.05,7.44,45.0,0,Completed
O1398,2025-02-14,C087,P029,Nikos,Wholesale,11,17.56,0.07,12.04,45.0,0,Completed
O1466,2025-09-03,C052,P013,Giorgos,Direct,12,24.95,0.07,13.9,45.0,0,Completed
O1371,2025-10-22,C071,P025,Nikos,Wholesale,11,15.87,0.03,11.61,45.0,0,Completed
O1602,2025-06-12,C005,P027,Nikos,Wholesale,7,19.42,0.0,14.1,45.0,0,Completed
O1011,2025-12-15,C005,P008,Eleni,Wholesale,12,9.08,0.03,4.55,45.0,0,Completed
O1348,2025-10-10,C037,P005,Maria,Direct,11,9.46,0.05,4.91,60.0,0,Completed
O1503,2025-03-08,C056,P035,Giorgos,Wholesale,9,21.37,0.02,12.08,60.0,0,Completed
O1303,2025-01-29,C035,P018,Nikos,Wholesale,4,15.39,0.0,10.32,45.0,0,Completed
O1424,2025-06-05,C086,P031,Maria,Wholesale,5,15.37,0.0,8.72,45.0,0,Completed
O1373,2025-12-30,C032,P035,Maria,Wholesale,13,21.37,0.03,12.84,45.0,0,Completed
O1469,2025-09-23,C059,P003,Eleni,Phone order,12,8.23,0.03,6.0,45.0,0,Completed
O1232,2025-05-09,C036,P019,Maria,Direct,12,14.76,0.07,7.73,15.0,0,Completed
O1043,2025-10-10,C048,P033,Eleni,Wholesale,11,17.67,0.05,10.27,15.0,0,Completed
O1063,2025-06-05,C013,P027,Nikos,Wholesale,10,19.42,0.07,13.8,30.0,0,Completed
O1492,2025-03-28,C044,P023,Maria,Wholesale,7,16.26,0.0,10.35,75.0,1,Completed
O1060,2025-11-16,C017,P019,Eleni,Phone order,16,14.76,0.05,7.89,60.0,0,Completed
O1417,2025-10-16,C048,P036,Nikos,Phone order,16,19.47,,11.27,45.0,0,Completed
O1474,2025-01-15,C015,P031,Nikos,Wholesale,7,15.37,0.0,8.16,60.0,0,Completed
O1135,2025-11-25,C016,P018,Eleni,Direct,15,15.39,0.03,10.45,30.0,0,Completed
O1101,2025-10-20,C054,P019,Giorgos,Direct,7,14.76,0.0,7.73,30.0,0,Completed
O1598,2025-01-16,C029,P007,Giorgos,Phone order,9,13.28,0.04,6.55,30.0,0,Completed
O1292,2025-10-07,C029,P026,Eleni,Direct,12,16.04,0.1,9.68,45.0,0,Completed
O1623,2025-06-04,C054,P015,Giorgos,Wholesale,8,21.66,0.0,10.65,30.0,0,Completed
O1420,2025-12-17,C035,P026,Giorgos,Wholesale,12,16.04,0.05,9.95,60.0,0,Completed
O1558,2025-02-07,C048,P033,Nikos,Wholesale,9,17.67,0.02,9.7,30.0,0,Completed
O1629,2025-08-01,C011,P006,Giorgos,Wholesale,8,12.05,0.0,8.86,30.0,0,Completed
O1615,2025-06-24,C090,P024,Maria,Wholesale,9,16.87,0.0,10.16,15.0,0,Completed
O1240,2025-06-13,C031,P003,Eleni,Phone order,8,8.23,0.0,5.73,30.0,0,Completed
O1503,2025-03-08,C027,P028,Eleni,Wholesale,6,20.02,0.0,10.46,15.0,0,Completed
O1342,2025-02-24,C044,P004,Eleni,Wholesale,10,9.14,0.04,6.21,60.0,0,Completed
O1333,2025-03-04,C020,P003,Eleni,Wholesale,13,8.23,0.03,5.91,45.0,0,Completed
O1231,2025-03-14,C053,P019,Nikos,Wholesale,8,14.76,0.01,7.81,60.0,0,Completed
O1360,2025-07-16,C003,P028,Giorgos,Wholesale,7,20.02,0.0,10.07,45.0,0,Completed
O1646,2025-03-23,C077,P012,Eleni,Phone order,7,19.45,0.0,13.67,60.0,0,Completed
O1483,2025-06-10,C029,P028,Maria,Direct,10,20.02,0.05,9.88,45.0,0,Completed
O1250,2025-09-13,C087,P027,Giorgos,Wholesale,14,19.42,0.07,13.87,30.0,0,Completed
O1012,2025-06-07,C062,P013,Giorgos,Wholesale,10,24.95,0.08,13.64,60.0,0,Completed
O1546,2025-07-21,C050,P020,Giorgos,Phone order,9,11.89,0.0,7.46,45.0,0,Completed
O1476,2025-04-21,C044,P009,Eleni,Wholesale,13,9.54,0.06,6.03,60.0,0,Completed
O1026,2025-05-25,C046,P015,Giorgos,Wholesale,18,21.66,0.05,11.15,15.0,0,Completed
O1290,2025-12-01,C071,P027,Giorgos,Wholesale,14,19.42,0.03,13.39,45.0,0,Completed
O1005,2025-01-05,C073,P002,Nikos,Wholesale,4,8.02,0.0,5.67,45.0,0,Completed
O1162,2025-05-16,C052,P028,Eleni,Direct,12,20.02,0.03,10.18,45.0,0,Completed
O1253,2025-07-07,C042,P023,Nikos,Wholesale,15,16.26,0.06,10.41,45.0,0,Completed
O1446,2025-10-19,C037,P014,Maria,Wholesale,7,17.99,0.0,8.88,45.0,0,Completed
O1275,2025-05-28,C030,P007,Nikos,Wholesale,9,13.28,0.0,6.96,30.0,0,Completed
O1193,2025-08-19,C018,P005,Eleni,Phone order,16,9.46,0.09,4.72,45.0,0,Completed
O1643,2025-11-16,C036,P005,Nikos,Wholesale,11,9.46,0.08,4.75,30.0,0,Completed
O1621,2025-02-19,C056,P020,Giorgos,Wholesale,11,11.89,0.07,7.3,45.0,0,Completed
O1277,2025-06-23,C037,P001,Eleni,Direct,7,14.99,0.0,10.8,60.0,0,Completed
O1542,2025-04-12,C030,P007,Giorgos,Wholesale,11,13.28,0.09,6.94,30.0,0,Completed
O1568,2025-01-24,C030,P009,Nikos,Wholesale,3,9.54,0.02,6.23,60.0,0,Completed
O1568,2025-06-20,C036,P007,Giorgos,Wholesale,14,13.28,0.05,6.67,30.0,0,Completed
O1513,2025-03-18,C033,P020,Maria,Wholesale,10,11.89,0.12,7.51,60.0,0,Completed
O1640,2025-11-10,C035,P006,Eleni,Wholesale,11,12.05,0.05,8.5,45.0,0,Completed
O1057,2025-11-12,C058,P030,Eleni,Wholesale,7,14.56,0.0,8.21,30.0,0,Completed
O1025,2025-09-17,C038,P006,Giorgos,Direct,9,12.05,0.0,8.78,45.0,0,Completed
O1049,2025-06-03,C016,P036,Giorgos,Phone order,9,19.47,0.04,10.88,15.0,1,Completed
O1176,2025-07-08,C036,P005,Eleni,Direct,5,9.46,0.0,4.61,30.0,0,Completed
O1647,2025-08-02,C042,P002,Eleni,Direct,15,8.02,0.09,5.53,45.0,0,Completed
O1112,2025-12-19,C016,P003,Nikos,Wholesale,12,8.23,0.05,6.1,30.0,0,Completed
O1016,2025-05-16,C018,P031,Maria,Direct,12,15.37,0.05,8.28,30.0,0,Completed
O1503,2025-10-26,C029,P022,Giorgos,Wholesale,11,15.11,0.1,9.65,15.0,0,Completed
O1581,2025-11-19,C016,P029,Giorgos,Wholesale,13,17.56,0.09,12.53,15.0,0,Completed
O1294,2025-12-15,C017,P001,Maria,Wholesale,8,14.99,0.0,10.73,30.0,0,Completed
O1628,2025-12-25,C029,P022,Nikos,Wholesale,18,15.11,0.05,9.93,45.0,0,Completed
O1035,2025-08-14,C021,P001,Eleni,Wholesale,6,14.99,0.0,10.28,45.0,0,Completed
O1618,2025-07-31,C075,P003,Maria,Wholesale,13,8.23,0.04,6.12,60.0,0,Completed
O1523,2025-11-10,C015,P006,Giorgos,Phone order,16,12.05,0.03,8.56,60.0,1,Partial return
O1502,2025-02-01,C007,P019,Maria,Wholesale,11,14.76,0.03,7.57,30.0,1,Completed
O1563,2025-10-15,C022,P005,Eleni,Phone order,14,9.46,0.04,4.88,60.0,1,Partial return
O1064,2025-09-02,C062,P003,Giorgos,Wholesale,6,8.23,0.0,5.87,45.0,0,Completed
O1149,2025-03-30,C037,P029,Giorgos,Phone order,16,17.56,0.05,12.55,30.0,0,Completed
O1454,2025-06-25,C062,P013,Eleni,Direct,8,24.95,0.0,13.67,45.0,0,Completed
O1175,2025-12-15,C034,P029,Eleni,Direct,21,17.56,0.03,12.21,45.0,0,Completed
O1495,2025-04-09,C071,P007,Maria,Wholesale,5,13.28,0.0,6.63,45.0,0,Completed
O1616,2025-06-02,C014,P017,Maria,Phone order,6,17.04,0.0,8.11,45.0,0,Completed
O1538,2025-06-02,C017,P004,Eleni,Direct,8,9.14,0.0,5.91,45.0,0,Completed
O1336,2025-12-20,C059,P011,Giorgos,Wholesale,13,16.3,0.08,11.54,30.0,0,Completed
O1458,2025-06-28,C008,P002,Eleni,Wholesale,7,8.02,0.0,5.39,30.0,0,Completed
O1290,2025-10-21,C016,P015,Giorgos,Phone order,15,21.66,0.03,10.53,15.0,0,Completed
O1316,2025-07-22,C084,P023,Eleni,Phone order,13,16.26,0.07,10.85,,0,Completed
O1228,2025-03-16,C058,P025,Eleni,Wholesale,11,15.87,0.03,11.53,30.0,0,Completed
O1032,2025-02-10,C090,P027,Eleni,Phone order,11,19.42,0.09,13.55,15.0,0,Completed
O1631,2025-12-02,C015,P030,Eleni,Direct,15,14.56,0.05,8.21,30.0,0,Completed
O1461,2025-04-20,C044,P015,Maria,Phone order,16,21.66,0.06,11.12,45.0,0,Completed
O1077,2025-05-19,C067,P015,Eleni,Wholesale,11,21.66,0.04,11.32,45.0,0,Completed
O1304,2025-11-12,C025,P031,Maria,Wholesale,13,15.37,0.05,8.63,15.0,0,Completed
O1161,2025-12-09,C089,P032,Maria,Direct,20,13.3,0.07,7.45,45.0,1,Completed
O1335,2025-01-27,C039,P004,Nikos,Wholesale,20,9.14,0.06,5.93,45.0,1,Partial return
O1231,2025-08-30,C068,P030,Nikos,Direct,11,14.56,0.05,8.26,30.0,0,Completed
O1014,2025-03-12,C082,P034,Nikos,Phone order,9,21.54,0.01,11.49,60.0,0,Completed
O1395,2025-03-22,C038,P020,Giorgos,Direct,9,11.89,0.0,7.69,60.0,0,Pending
O1621,2025-09-01,C085,P035,Giorgos,Direct,8,21.37,0.01,12.0,45.0,0,Pending
O1077,2025-05-28,C041,P032,Eleni,Wholesale,9,13.3,0.02,7.96,45.0,0,Completed
O1503,2025-01-31,C085,P028,Nikos,Direct,7,20.02,0.03,10.28,60.0,0,Completed
O1081,2025-04-29,C038,P026,Nikos,Phone order,10,16.04,0.05,9.49,45.0,0,Completed
O1023,2025-03-31,C046,P010,Giorgos,Phone order,8,25.35,0.02,16.58,30.0,0,Completed
O1363,2025-04-01,C007,P029,Nikos,Phone order,11,17.56,0.08,12.26,30.0,0,Completed
O1590,2025-07-23,C082,P032,Giorgos,Wholesale,11,13.3,0.08,7.44,60.0,0,Completed
